Моделирование погоды - Марковский процесс с непрерывным временем
Дата экспорта: 29.05.2026 03:49:15
Всего дней: 5000
Общее время моделирования: 5000,00 дней
Начальное состояние: Облачно
Seed генератора: 42

=== МАТРИЦА ИНТЕНСИВНОСТЕЙ (ГЕНЕРАТОР Q) ===
Из\В;Ясно;Облачно;Пасмурно;Интенсивность выхода
Ясно;-0,4;0,3;0,1;0,4
Облачно;0,4;-0,8;0,4;0,8
Пасмурно;0,1;0,4;-0,5;0,5

=== СТАЦИОНАРНЫЕ РАСПРЕДЕЛЕНИЯ ===
Состояние;Время (дни);Эмпирическая вероятность;Теоретическая вероятность;Абсолютная ошибка;Относительная ошибка
Ясно;1917,6791;0,383536;0,381000;0,002536;0,006656
Облачно;1470,5211;0,294104;0,301500;0,007396;0,024530
Пасмурно;1611,7999;0,322360;0,317500;0,004860;0,015307

=== ХАРАКТЕРИСТИКИ ВРЕМЕНИ ПРЕБЫВАНИЯ ===
Состояние;Интенсивность λ;Количество переходов;Среднее (эмп);Среднее (теор);Дисперсия (эмп);Дисперсия (теор)
Ясно;0,4;740;2,587568;2,500000;6,335628;6,250000
Облачно;0,8;1154;1,274282;1,250000;1,720535;1,562500
Пасмурно;0,5;802;2,009726;2,000000;4,046947;4,000000

=== ИСТОРИЯ ВЕРОЯТНОСТЕЙ ПО ДНЯМ ===
День-Время;Ясно;Облачно;Пасмурно
[День 1351. 23:59];0,344166;0,314075;0,341759
[День 1352. 23:59];0,344651;0,313843;0,341507
[День 1353. 23:59];0,345135;0,313611;0,341255
[День 1354. 01:17];0,345161;0,313598;0,341241
[День 1354. 03:35];0,345136;0,313647;0,341217
[День 1354. 20:58];0,345486;0,313479;0,341034
[День 1354. 23:59];0,345454;0,313450;0,341096
[День 1355. 23:59];0,345199;0,313219;0,341582
[День 1356. 09:38];0,345097;0,313126;0,341777
[День 1356. 17:56];0,345009;0,313301;0,341690
[День 1356. 21:50];0,344968;0,313264;0,341768
[День 1356. 23:59];0,344945;0,313309;0,341746
[День 1357. 23:59];0,344691;0,313815;0,341494
[День 1358. 23:59];0,344437;0,314320;0,341243
[День 1359. 03:35];0,344399;0,314396;0,341205
[День 1359. 23:59];0,344184;0,314199;0,341617
[День 1360. 23:59];0,343931;0,313968;0,342101
[День 1361. 12:40];0,343798;0,313846;0,342356
[День 1361. 13:07];0,343793;0,313856;0,342351
[День 1361. 23:59];0,344011;0,313751;0,342237
[День 1362. 23:59];0,344493;0,313521;0,341986
[День 1363. 23:59];0,344973;0,313291;0,341735
[День 1364. 23:59];0,345453;0,313062;0,341485
[День 1365. 23:59];0,345932;0,312833;0,341235
[День 1366. 23:59];0,346411;0,312604;0,340985
[День 1367. 23:59];0,346889;0,312375;0,340736
[День 1368. 05:18];0,346994;0,312325;0,340681
[День 1368. 23:59];0,346797;0,312716;0,340487
[День 1369. 05:33];0,346738;0,312832;0,340430
[День 1369. 23:59];0,347105;0,312657;0,340239
[День 1370. 23:59];0,347581;0,312428;0,339990
[День 1371. 10:34];0,347791;0,312328;0,339881
[День 1371. 23:59];0,347649;0,312201;0,340150
[День 1372. 23:59];0,347396;0,311973;0,340631
[День 1373. 15:24];0,347233;0,311828;0,340939
[День 1373. 23:59];0,347143;0,312007;0,340850
[День 1374. 11:21];0,347023;0,312244;0,340733
[День 1374. 23:59];0,347273;0,312124;0,340602
[День 1375. 23:59];0,347748;0,311897;0,340355
[День 1376. 23:59];0,348222;0,311671;0,340108
[День 1377. 09:32];0,348410;0,311581;0,340010
[День 1377. 12:42];0,348376;0,311551;0,340073
[День 1377. 23:59];0,348599;0,311445;0,339957
[День 1378. 09:58];0,348795;0,311351;0,339854
[День 1378. 16:29];0,348727;0,311486;0,339787
[День 1378. 23:59];0,348647;0,311415;0,339937
[День 1379. 11:36];0,348525;0,311306;0,340169
[День 1379. 19:31];0,348681;0,311232;0,340087
[День 1379. 23:59];0,348634;0,311190;0,340176
[День 1380. 23:59];0,348381;0,310964;0,340654
[День 1381. 15:48];0,348215;0,310816;0,340968
[День 1381. 23:59];0,348129;0,310987;0,340884
[День 1382. 23:59];0,347878;0,311485;0,340638
[День 1383. 21:30];0,347652;0,311931;0,340417
[День 1383. 23:59];0,347626;0,311907;0,340466
[День 1384. 08:21];0,347539;0,311829;0,340632
[День 1384. 13:35];0,347484;0,311937;0,340579
[День 1384. 23:59];0,347375;0,311840;0,340785
[День 1385. 22:30];0,347140;0,311629;0,341231
[День 1385. 23:59];0,347125;0,311660;0,341216
[День 1386. 23:59];0,346874;0,312156;0,340970
[День 1387. 23:59];0,346624;0,312651;0,340724
[День 1388. 23:59];0,346375;0,313146;0,340479
[День 1389. 23:59];0,346126;0,313640;0,340234
[День 1390. 05:45];0,346066;0,313759;0,340175
[День 1390. 21:14];0,346369;0,313613;0,340018
[День 1390. 23:59];0,346340;0,313670;0,339989
[День 1391. 23:59];0,346091;0,314163;0,339745
[День 1392. 07:47];0,346011;0,314323;0,339666
[День 1392. 23:59];0,345843;0,314171;0,339986
[День 1393. 23:59];0,345595;0,313945;0,340460
[День 1394. 23:59];0,345347;0,313720;0,340932
[День 1395. 23:59];0,345100;0,313496;0,341405
[День 1396. 21:26];0,344879;0,313295;0,341826
[День 1396. 23:59];0,344853;0,313348;0,341800
[День 1397. 23:59];0,344606;0,313839;0,341555
[День 1398. 17:29];0,344427;0,314196;0,341377
[День 1398. 23:53];0,344552;0,314136;0,341312
[День 1398. 23:59];0,344551;0,314135;0,341314
[День 1399. 23:59];0,344304;0,313911;0,341785
[День 1400. 07:32];0,344227;0,313840;0,341932
[День 1400. 23:59];0,344059;0,314176;0,341765
[День 1401. 03:35];0,344022;0,314250;0,341729
[День 1401. 23:59];0,343813;0,314059;0,342128
[День 1402. 23:59];0,343568;0,313835;0,342597
[День 1403. 08:38];0,343480;0,313755;0,342765
[День 1403. 23:59];0,343324;0,314068;0,342609
[День 1404. 08:07];0,343241;0,314233;0,342526
[День 1404. 23:59];0,343079;0,314085;0,342836
[День 1405. 23:59];0,342835;0,313862;0,343303
[День 1406. 04:05];0,342794;0,313824;0,343383
[День 1406. 23:59];0,343181;0,313638;0,343180
[День 1407. 23:59];0,343648;0,313416;0,342936
[День 1408. 23:59];0,344114;0,313193;0,342693
[День 1409. 23:59];0,344579;0,312971;0,342450
[День 1410. 11:56];0,344810;0,312861;0,342329
[День 1410. 23:59];0,344687;0,312749;0,342563
[День 1411. 00:19];0,344684;0,312746;0,342570
[День 1411. 17:31];0,344509;0,313095;0,342396
[День 1411. 23:59];0,344634;0,313035;0,342330
[День 1412. 23:59];0,345098;0,312814;0,342088
[День 1413. 04:41];0,345189;0,312771;0,342041
[День 1413. 23:59];0,344992;0,313162;0,341846
[День 1414. 11:46];0,344873;0,313400;0,341727
[День 1414. 23:59];0,344749;0,313287;0,341965
[День 1415. 23:59];0,344505;0,313066;0,342429
[День 1416. 19:07];0,344311;0,312890;0,342799
[День 1416. 21:01];0,344292;0,312928;0,342780
[День 1416. 23:59];0,344262;0,312901;0,342837
[День 1417. 23:59];0,344019;0,312680;0,343301
[День 1418. 23:59];0,343777;0,312460;0,343763
[День 1419. 03:15];0,343744;0,312430;0,343826
[День 1419. 09:30];0,343681;0,312556;0,343763
[День 1419. 23:59];0,343960;0,312423;0,343617
[День 1420. 23:59];0,344421;0,312203;0,343375
[День 1421. 10:48];0,344629;0,312105;0,343266
[День 1421. 23:59];0,344496;0,312371;0,343134
[День 1422. 23:59];0,344254;0,312854;0,342893
[День 1423. 17:32];0,344077;0,313206;0,342717
[День 1423. 23:59];0,344012;0,313147;0,342841
[День 1424. 23:59];0,343770;0,312927;0,343302
[День 1425. 23:59];0,343529;0,312708;0,343763
[День 1426. 06:30];0,343464;0,312649;0,343887
[День 1426. 06:54];0,343460;0,312657;0,343883
[День 1426. 23:59];0,343289;0,312501;0,344211
[День 1427. 23:59];0,343048;0,312282;0,344670
[День 1428. 23:59];0,342808;0,312063;0,345129
[День 1429. 23:59];0,342569;0,311845;0,345586
[День 1430. 23:59];0,342329;0,311627;0,346044
[День 1431. 23:59];0,342090;0,311409;0,346500
[День 1432. 23:59];0,341851;0,311192;0,346957
[День 1433. 23:59];0,341613;0,310975;0,347412
[День 1434. 01:13];0,341601;0,310964;0,347435
[День 1434. 23:59];0,341375;0,311420;0,347205
[День 1435. 01:11];0,341363;0,311444;0,347193
[День 1435. 23:59];0,341799;0,311238;0,346964
[День 1436. 23:59];0,342257;0,311021;0,346722
[День 1437. 04:26];0,342341;0,310981;0,346678
[День 1437. 23:59];0,342147;0,311372;0,346481
[День 1438. 23:59];0,341910;0,311850;0,346240
[День 1439. 00:23];0,341906;0,311858;0,346236
[День 1439. 23:42];0,342350;0,311647;0,346003
[День 1439. 23:59];0,342347;0,311653;0,346000
[День 1440. 21:28];0,342134;0,312081;0,345785
[День 1440. 23:59];0,342182;0,312058;0,345760
[День 1441. 11:12];0,342395;0,311957;0,345648
[День 1441. 23:59];0,342269;0,312211;0,345520
[День 1442. 23:59];0,342032;0,312688;0,345280
[День 1443. 23:59];0,341795;0,313164;0,345041
[День 1444. 01:50];0,341777;0,313200;0,345023
[День 1444. 12:51];0,341668;0,313101;0,345231
[День 1444. 23:59];0,341558;0,313321;0,345121
[День 1445. 23:59];0,341322;0,313796;0,344882
[День 1446. 04:53];0,341274;0,313893;0,344833
[День 1446. 23:59];0,341086;0,313720;0,345194
[День 1447. 23:59];0,340851;0,313504;0,345646
[День 1448. 05:31];0,340796;0,313454;0,345750
[День 1448. 23:59];0,340615;0,313818;0,345566
[День 1449. 23:59];0,340380;0,314292;0,345328
[День 1450. 04:40];0,340335;0,314384;0,345281
[День 1450. 23:59];0,340701;0,314209;0,345090
[День 1451. 23:59];0,341155;0,313993;0,344852
[День 1452. 23:22];0,341596;0,313783;0,344621
[День 1452. 23:59];0,341590;0,313795;0,344615
[День 1453. 23:59];0,341355;0,314267;0,344378
[День 1454. 23:59];0,341121;0,314738;0,344141
[День 1455. 20:04];0,340925;0,315132;0,343944
[День 1455. 23:59];0,340886;0,315096;0,344017
[День 1456. 23:59];0,340652;0,314880;0,344467
[День 1457. 23:59];0,340419;0,314664;0,344917
[День 1458. 23:59];0,340185;0,314448;0,345366
[День 1459. 08:31];0,340103;0,314372;0,345525
[День 1459. 11:50];0,340070;0,314437;0,345492
[День 1459. 23:59];0,339952;0,314328;0,345719
[День 1460. 23:59];0,339720;0,314113;0,346167
[День 1461. 23:59];0,339487;0,313898;0,346615
[День 1462. 23:59];0,339255;0,313683;0,347061
[День 1463. 02:22];0,339233;0,313662;0,347105
[День 1463. 23:59];0,339024;0,314085;0,346891
[День 1464. 00:49];0,339016;0,314101;0,346883
[День 1464. 23:59];0,338792;0,313894;0,347314
[День 1465. 23:59];0,338561;0,313680;0,347759
[День 1466. 23:59];0,338330;0,313466;0,348204
[День 1467. 16:48];0,338169;0,313316;0,348515
[День 1467. 23:59];0,338100;0,313456;0,348444
[День 1468. 10:16];0,338001;0,313656;0,348342
[День 1468. 23:59];0,337870;0,313534;0,348596
[День 1469. 23:59];0,337640;0,313321;0,349039
[День 1470. 23:59];0,337410;0,313108;0,349482
[День 1471. 23:59];0,337181;0,312895;0,349924
[День 1472. 22:00];0,336971;0,312701;0,350328
[День 1472. 23:59];0,336952;0,312739;0,350308
[День 1473. 11:15];0,336845;0,312958;0,350197
[День 1473. 12:05];0,336860;0,312951;0,350189
[День 1473. 23:59];0,336747;0,312846;0,350408
[День 1474. 06:11];0,336688;0,312791;0,350521
[День 1474. 23:59];0,336519;0,313136;0,350345
[День 1475. 06:22];0,336458;0,313260;0,350282
[День 1475. 23:59];0,336788;0,313104;0,350108
[День 1476. 23:59];0,337237;0,312892;0,349871
[День 1477. 00:51];0,337253;0,312885;0,349862
[День 1477. 12:17];0,337145;0,313106;0,349749
[День 1477. 23:59];0,337033;0,313003;0,349964
[День 1478. 23:59];0,336806;0,312791;0,350403
[День 1479. 08:20];0,336726;0,312718;0,350556
[День 1479. 16:47];0,336884;0,312643;0,350472
[День 1479. 23:59];0,336816;0,312783;0,350401
[День 1480. 23:59];0,336589;0,313247;0,350165
[День 1481. 07:15];0,336520;0,313387;0,350093
[День 1481. 23:59];0,336832;0,313239;0,349928
[День 1482. 10:09];0,337021;0,313150;0,349829
[День 1482. 23:59];0,336890;0,313417;0,349693
[День 1483. 23:59];0,336663;0,313880;0,349457
[День 1484. 23:59];0,336436;0,314342;0,349222
[День 1485. 23:59];0,336210;0,314803;0,348987
[День 1486. 23:59];0,335984;0,315264;0,348752
[День 1487. 00:57];0,335975;0,315283;0,348742
[День 1487. 21:44];0,336361;0,315099;0,348540
[День 1487. 23:59];0,336340;0,315079;0,348581
[День 1488. 13:45];0,336210;0,314958;0,348832
[День 1488. 23:59];0,336114;0,315154;0,348732
[День 1489. 05:08];0,336066;0,315253;0,348682
[День 1489. 18:17];0,335942;0,315137;0,348921
[День 1489. 23:59];0,335888;0,315246;0,348865
[День 1490. 23:59];0,335663;0,315705;0,348631
[День 1491. 20:29];0,335471;0,316097;0,348432
[День 1491. 23:59];0,335438;0,316066;0,348496
[День 1492. 07:38];0,335367;0,315998;0,348635
[День 1492. 23:59];0,335214;0,316311;0,348476
[День 1493. 23:59];0,334989;0,316768;0,348243
[День 1494. 23:59];0,334765;0,317225;0,348010
[День 1495. 17:35];0,334601;0,317560;0,347839
[День 1495. 18:43];0,334590;0,317550;0,347860
[День 1495. 23:59];0,334541;0,317650;0,347809
[День 1496. 23:59];0,334318;0,318106;0,347576
[День 1497. 06:26];0,334258;0,318228;0,347514
[День 1497. 23:59];0,334583;0,318072;0,347344
[День 1498. 23:59];0,335027;0,317860;0,347113
[День 1499. 18:08];0,335362;0,317700;0,346938
[День 1499. 23:59];0,335308;0,317811;0,346881
[День 1500. 23:59];0,335084;0,318266;0,346650
[День 1501. 23:59];0,334861;0,318719;0,346419
[День 1502. 23:59];0,334638;0,319173;0,346189
[День 1503. 23:59];0,334416;0,319625;0,345959
[День 1504. 16:39];0,334262;0,319939;0,345799
[День 1504. 23:59];0,334397;0,319874;0,345729
[День 1505. 23:59];0,334839;0,319662;0,345499
[День 1506. 23:24];0,335270;0,319455;0,345276
[День 1506. 23:59];0,335264;0,319466;0,345270
[День 1507. 11:32];0,335157;0,319683;0,345160
[День 1507. 23:59];0,335386;0,319573;0,345041
[День 1508. 23:59];0,335827;0,319361;0,344812
[День 1509. 05:41];0,335931;0,319311;0,344758
[День 1509. 10:39];0,335885;0,319404;0,344711
[День 1509. 23:59];0,336129;0,319286;0,344584
[День 1510. 23:59];0,336569;0,319075;0,344356
[День 1511. 23:59];0,337008;0,318864;0,344128
[День 1512. 23:59];0,337446;0,318653;0,343901
[День 1513. 23:59];0,337883;0,318443;0,343674
[День 1514. 08:30];0,338039;0,318368;0,343593
[День 1514. 12:23];0,338002;0,318441;0,343556
[День 1514. 23:59];0,338214;0,318339;0,343447
[День 1515. 23:59];0,338650;0,318129;0,343220
[День 1516. 11:32];0,338860;0,318029;0,343111
[День 1516. 23:59];0,338744;0,318262;0,342994
[День 1517. 23:59];0,338521;0,318711;0,342768
[День 1518. 23:59];0,338298;0,319160;0,342542
[День 1519. 23:59];0,338076;0,319607;0,342317
[День 1520. 23:59];0,337853;0,320055;0,342092
[День 1521. 04:36];0,337811;0,320141;0,342049
[День 1521. 23:59];0,338162;0,319971;0,341867
[День 1522. 22:09];0,338563;0,319777;0,341660
[День 1522. 23:59];0,338546;0,319761;0,341693
[День 1523. 23:59];0,338324;0,319551;0,342125
[День 1524. 23:59];0,338102;0,319341;0,342556
[День 1525. 23:59];0,337881;0,319132;0,342987
[День 1526. 21:57];0,337678;0,318941;0,343381
[День 1526. 23:59];0,337660;0,318978;0,343362
[День 1527. 00:21];0,337656;0,318985;0,343359
[День 1527. 23:59];0,338083;0,318779;0,343137
[День 1528. 05:46];0,338187;0,318729;0,343083
[День 1528. 23:59];0,338019;0,318571;0,343410
[День 1529. 23:59];0,337798;0,318363;0,343839
[День 1530. 23:59];0,337578;0,318155;0,344267
[День 1531. 03:09];0,337549;0,318127;0,344324
[День 1531. 17:16];0,337419;0,318389;0,344192
[День 1531. 23:59];0,337540;0,318331;0,344129
[День 1532. 23:59];0,337972;0,318123;0,343904
[День 1533. 23:59];0,338404;0,317916;0,343680
[День 1534. 23:59];0,338835;0,317709;0,343456
[День 1535. 23:59];0,339265;0,317502;0,343232
[День 1536. 06:31];0,339382;0,317446;0,343172
[День 1536. 23:59];0,339222;0,317296;0,343483
[День 1537. 23:59];0,339001;0,317089;0,343910
[День 1538. 13:27];0,338878;0,316974;0,344149
[День 1538. 23:59];0,338781;0,317169;0,344050
[День 1539. 03:47];0,338746;0,317239;0,344015
[День 1539. 23:59];0,338561;0,317066;0,344374
[День 1540. 23:59];0,338341;0,316860;0,344799
[День 1541. 04:31];0,338300;0,316821;0,344879
[День 1541. 23:59];0,338122;0,317181;0,344698
[День 1542. 15:47];0,337978;0,317472;0,344551
[День 1542. 23:59];0,338125;0,317401;0,344474
[День 1543. 23:59];0,338553;0,317196;0,344251
[День 1544. 23:59];0,338981;0,316990;0,344028
[День 1545. 23:59];0,339409;0,316785;0,343806
[День 1546. 15:38];0,339687;0,316652;0,343661
[День 1546. 23:59];0,339611;0,316806;0,343583
[День 1547. 05:03];0,339565;0,316899;0,343537
[День 1547. 23:59];0,339901;0,316737;0,343361
[День 1548. 23:59];0,340328;0,316533;0,343140
[День 1549. 23:59];0,340753;0,316328;0,342918
[День 1550. 23:59];0,341178;0,316124;0,342697
[День 1551. 23:59];0,341603;0,315921;0,342477
[День 1552. 12:08];0,341817;0,315818;0,342365
[День 1552. 23:59];0,341709;0,316035;0,342256
[День 1553. 18:46];0,341537;0,316380;0,342084
[День 1553. 23:59];0,341629;0,316335;0,342036
[День 1554. 12:26];0,341849;0,316230;0,341922
[День 1554. 23:59];0,341743;0,316132;0,342125
[День 1555. 23:59];0,341523;0,315929;0,342548
[День 1556. 23:59];0,341304;0,315726;0,342970
[День 1557. 12:34];0,341189;0,315620;0,343191
[День 1557. 23:59];0,341085;0,315829;0,343087
[День 1558. 00:20];0,341082;0,315835;0,343083
[День 1558. 23:59];0,341498;0,315635;0,342866
[День 1559. 23:59];0,341920;0,315433;0,342647
[День 1560. 23:59];0,342342;0,315231;0,342427
[День 1561. 23:59];0,342763;0,315029;0,342208
[День 1562. 23:59];0,343183;0,314828;0,341989
[День 1563. 01:31];0,343210;0,314815;0,341975
[День 1563. 13:21];0,343102;0,315031;0,341867
[День 1563. 23:59];0,343005;0,314942;0,342054
[День 1564. 23:59];0,342785;0,314740;0,342474
[День 1565. 11:39];0,342679;0,314643;0,342678
[День 1565. 23:59];0,342567;0,314868;0,342565
[День 1566. 23:59];0,342348;0,315305;0,342347
[День 1567. 01:46];0,342332;0,315338;0,342331
[День 1567. 23:59];0,342720;0,315151;0,342128
[День 1568. 23:59];0,343139;0,314950;0,341910
[День 1569. 23:59];0,343558;0,314750;0,341693
[День 1570. 23:59];0,343975;0,314549;0,341475
[День 1571. 11:59];0,344184;0,314450;0,341367
[День 1571. 23:59];0,344074;0,314349;0,341576
[День 1572. 23:59];0,343855;0,314150;0,341995
[День 1573. 16:33];0,343705;0,314012;0,342283
[День 1573. 23:59];0,343637;0,314147;0,342216
[День 1574. 23:59];0,343419;0,314582;0,341999
[День 1575. 13:13];0,343299;0,314822;0,341879
[День 1575. 14:37];0,343286;0,314810;0,341904
[День 1575. 23:59];0,343201;0,314980;0,341819
[День 1576. 23:59];0,342983;0,315414;0,341602
[День 1577. 14:39];0,342850;0,315680;0,341470
[День 1577. 16:04];0,342875;0,315668;0,341457
[День 1577. 23:59];0,342803;0,315811;0,341386
[День 1578. 23:59];0,342586;0,316244;0,341170
[День 1579. 10:28];0,342492;0,316433;0,341075
[День 1579. 23:59];0,342369;0,316320;0,341310
[День 1580. 23:59];0,342153;0,316120;0,341727
[День 1581. 23:59];0,341937;0,315920;0,342143
[День 1582. 00:41];0,341930;0,315914;0,342155
[День 1582. 23:59];0,341721;0,316334;0,341945
[День 1583. 23:59];0,341505;0,316766;0,341729
[День 1584. 00:15];0,341503;0,316770;0,341727
[День 1584. 23:59];0,341913;0,316573;0,341514
[День 1585. 14:15];0,342160;0,316454;0,341386
[День 1585. 15:18];0,342151;0,316473;0,341376
[День 1585. 23:59];0,342072;0,316401;0,341527
[День 1586. 23:59];0,341857;0,316201;0,341942
[День 1587. 13:09];0,341739;0,316092;0,342169
[День 1587. 23:59];0,341926;0,316002;0,342072
[День 1588. 10:36];0,342109;0,315914;0,341977
[День 1588. 23:59];0,341989;0,316154;0,341856
[День 1589. 12:11];0,341880;0,316373;0,341747
[День 1589. 23:59];0,342083;0,316275;0,341641
[День 1590. 23:59];0,342497;0,316076;0,341427
[День 1591. 23:59];0,342910;0,315878;0,341212
[День 1592. 23:59];0,343322;0,315680;0,340998
[День 1593. 23:59];0,343734;0,315482;0,340784
[День 1594. 23:59];0,344146;0,315284;0,340570
[День 1595. 23:59];0,344557;0,315086;0,340357
[День 1596. 23:59];0,344967;0,314889;0,340144
[День 1597. 23:59];0,345377;0,314692;0,339931
[День 1598. 23:59];0,345786;0,314495;0,339718
[День 1599. 09:30];0,345949;0,314417;0,339634
[День 1599. 18:36];0,345867;0,314343;0,339791
[День 1599. 23:59];0,345818;0,314439;0,339743
[День 1600. 23:59];0,345602;0,314867;0,339531
[День 1601. 02:49];0,345577;0,314918;0,339506
